feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,out1
1.305663367,0.936203037,2.659726116,1.051622938,1.272483246,1.717740767,1.587736728,0.51537538,0
1.644064012,4.358468075,1.684518088,0.463055943,0.815858774,1.128569543,1.400969433,3.49732694,0
0.697739885,2.521415686,2.106323827,1.876301433,3.667525969,1.851498188,1.498072646,3.915055446,1
1.5196813,0.951926168,2.731852947,0.902353277,2.425335644,1.739963155,4.265319889,1.544806978,1
0.522437916,4.292390899,2.228853457,0.264392808,1.949612798,1.973403975,4.549647445,2.713476121,1
1.67763894,0.246344232,1.715657555,0.99713706,6.364612229,0.97805522,2.387756298,2.509157111,1
1.714986932,1.744460753,1.479483119,1.359739335,1.868961859,1.230584561,4.014360858,3.881590155,1
1.681129552,4.333756062,2.158216766,0.038154323,2.961054069,0.863283933,0.325231159,0.325054376,0
1.583977556,3.443088996,1.906756692,0.473582555,2.860547658,0.302741934,3.428209534,2.343570231,1
0.353774483,2.77815626,0.294362164,1.389036352,5.084977084,1.504072653,2.78343988,3.134745099,1
1.333441185,1.58484942,1.632745775,1.511537184,5.409249751,1.790765319,3.216702924,3.807576474,1
0.918378908,3.37226297,0.557203197,0.152294963,4.029310432,0.293017745,5.788553257,0.665624182,0
1.637776635,1.946249292,2.464740582,0.866779823,1.772071854,1.769588237,5.213570883,3.208256227,1
0.842564128,0.063855085,2.014588737,0.004147573,4.535466544,1.306654857,4.026945102,3.8461509,1
0.253265354,3.950927703,2.681911408,0.210131436,2.52553694,1.915124337,4.504668705,3.458369077,1
1.377897905,1.872429133,0.233198909,0.091345914,4.46492804,1.855381699,2.450329071,2.715135271,0
0.820563362,3.991627282,1.554230313,1.521734657,2.33857482,1.36134152,3.093814051,0.922001767,0
0.074101583,3.782144467,2.118043574,1.448708635,2.104628997,0.049598543,4.84659347,0.422110602,0
0.205829692,1.476512175,0.37200081,0.718138117,0.751405376,1.940049793,2.868641632,0.10068732,0
0.70669719,0.127427912,1.650094713,0.989138829,6.83024439,0.840051934,1.015822833,0.256769395,0
0.988377502,0.805881417,1.431650696,0.785838163,6.922111342,1.359110506,3.032770793,2.910638514,1
1.561632779,0.173962937,2.755708396,0.196138476,4.314732514,0.067765646,3.877917416,1.354481588,0
0.110700405,3.096517111,1.806308889,0.529776447,4.914255082,0.752392667,3.935580419,2.000855867,1
1.659726743,1.560661272,2.328153643,0.966520206,2.654540497,1.365256706,3.103326494,1.537612559,0
1.270698106,3.938941407,1.505075332,0.96437253,7.220183745,0.67384753,3.221321179,1.84781889,1
1.395084771,1.101812727,2.324450566,1.720387966,6.757313346,1.934198119,5.692532642,3.447914483,1
0.644335839,3.99227707,1.034718235,0.88769089,2.334766554,1.84662877,0.481008663,1.603741591,0
1.882361298,3.907943686,1.023706419,1.980961288,2.414738235,1.124812325,1.039981887,2.779439356,1
0.146830923,0.859797873,0.166246849,1.806315768,3.559965384,1.455686233,0.064078746,3.429678137,0
0.975077966,0.209812648,1.804734123,1.699947564,6.157256539,1.655449513,2.787348192,0.991342511,1
0.16611362,0.10795496,0.70379679,0.343573552,6.861719579,0.647683844,1.430922229,3.968260563,0
0.072703918,1.436339259,2.673837937,1.914266688,4.5330724,0.392888596,2.567372385,1.92203394,0
1.627720716,4.351483906,2.642135564,1.553679441,6.223824487,0.274033582,3.608213988,3.042363259,1
1.487793649,0.332645727,2.95783777,1.643249524,6.715743526,1.643756539,0.604269396,2.828922568,1
1.213001949,1.329440742,1.981784801,0.514112643,3.426590403,0.453713991,3.156473035,1.906395442,0
0.096739766,4.12335045,2.365806838,1.665465794,7.372567038,0.436166196,0.151592353,2.930641515,1
0.272827659,3.673095194,1.372173582,0.324800208,7.108231269,1.537649277,5.059441511,3.607273387,1
0.123731079,4.501641707,1.604988681,0.545597227,2.519561243,0.743049388,4.834021086,1.226393952,1
1.08715701,0.087077149,1.327487524,1.741658049,6.215085297,1.155527301,5.273498141,2.05587049,1
0.292227555,3.327665639,2.3962323,0.705437407,5.559064398,0.331992166,1.527283358,0.85774909,0
0.126076235,3.036027803,2.618127672,1.498685685,7.13962666,0.722270912,4.173913795,2.577447624,1
0.859212387,0.933460344,0.877380223,0.812266351,2.442395702,0.026329538,2.769786571,3.913713056,0
1.705195821,2.446162104,2.433768091,0.008801622,2.928498596,0.878857986,5.330253134,3.65360502,1
0.557132953,2.500684863,0.097790975,1.338130912,0.742348774,0.858710273,3.444165074,2.183967883,0
1.89486848,1.748083956,2.558589904,0.929372204,5.510568942,0.558896959,2.646309667,2.984203616,1
0.694363029,1.87132144,2.801707046,0.344657886,4.111739322,1.794874025,0.747852645,0.105306063,0
0.166063839,1.254868839,1.356342575,0.887178259,1.879565543,1.228949843,1.223682841,3.162791548,0
1.47650902,4.779876687,0.287125623,1.680998545,0.485747622,0.30335295,0.898866175,2.28853378,0
1.285584049,2.343175342,2.764761353,1.219115844,1.707471152,1.597040996,2.964266894,2.716877158,1
0.102248948,4.931697111,2.146213322,0.900982685,0.350592344,1.042760836,2.683391025,2.779013879,0
1.064714614,2.012476677,0.258631911,0.188145821,2.485241686,0.228338187,0.95854271,3.373524521,0
0.960359832,0.706533807,2.957436434,0.051504686,0.52259812,1.685222775,2.367740919,0.484579569,0
0.853826868,3.06007286,1.774285115,1.656859127,1.200796592,1.394935664,4.465753796,3.924809647,1
0.819941197,1.331616825,2.176906834,0.338748114,6.368830057,1.630415782,4.370007597,0.511076063,1
1.866610267,4.495255091,1.653329799,0.554904335,4.854730313,1.013315725,4.846082738,3.108017574,1
1.247012337,2.872949899,2.62991615,1.730064194,7.490852814,0.24465364,5.558605927,2.033983353,1
1.731947284,2.072019724,0.151469158,1.839289019,0.551464497,0.729321589,3.545647607,1.394439911,0
0.241326065,2.815159524,1.468292074,1.65334104,7.315426475,0.42226314,5.941273004,2.487628612,1
0.944742488,3.579480763,1.81442973,0.562137501,4.831125246,1.881528103,2.7869789,0.813665779,1
1.059064689,1.924682458,1.689182664,0.218961013,1.315675664,0.249875075,1.795903622,1.776977778,0
1.204085585,1.36392564,0.26247197,1.124937469,3.002790907,0.839978287,3.663839167,1.122095456,0
1.404575738,2.192468159,1.079740049,0.667112773,0.840820221,0.747319273,4.151512447,0.573096406,0
1.567847748,1.647107478,2.9338203,0.137952353,5.105490971,1.21683532,1.322371621,1.561300059,0
0.370045845,1.29724413,1.387286792,0.545727492,0.161348612,0.380940074,0.32814198,0.971623443,0
0.348696537,4.095469273,0.11236576,1.615633423,7.552288914,0.12457007,1.03299369,3.674862371,1
0.261953397,2.511467585,2.703550526,0.686761441,4.572351296,0.390800436,5.696611336,1.235674273,1
0.75127197,2.195058642,0.667684982,1.356490509,5.377530581,1.066266158,2.04022892,3.321855413,1
0.291471425,0.820077423,2.92760522,0.108686283,3.218271816,0.704549618,5.961747886,1.843884104,0
1.661972691,1.71783625,2.623669671,1.802543822,4.90691237,1.511221956,3.915783139,3.138983478,1
1.940193175,2.223069343,0.119634183,0.758148036,0.804961571,0.127914484,1.446049257,0.31647745,0
1.175171036,4.595379273,1.128122465,1.469662764,6.5571767,0.431382753,0.482082119,2.548729536,1
0.993108611,2.229781971,1.432852443,1.671863686,0.943316828,0.862298774,4.165233817,0.803644921,0
0.77242823,4.568382479,2.0152176,1.89626959,4.615746467,1.848029883,3.897225398,2.118272115,1
0.445870551,1.127309053,1.220008392,1.267463873,0.86742602,0.995519661,5.97747092,1.793376026,0
0.632137943,3.85654965,0.713960996,0.323262886,3.443356739,0.625747097,5.918545896,0.42367483,0
1.644246724,3.575688359,2.351296456,1.72912433,4.914236886,1.230095676,2.993444494,1.958923426,1
0.884511094,3.809115318,2.416114722,1.656106448,6.584746263,0.261254674,0.872969197,3.331149592,1
1.347423268,2.089967164,2.979629702,0.298486893,7.387209142,1.061668878,0.809119011,1.992669893,1
1.430171039,4.363651233,2.620461191,0.984635966,6.289394205,1.399240753,2.839117308,0.766928337,1
1.036721791,1.397670072,2.819712937,0.620768429,1.16304256,1.79628906,3.920454007,1.650896432,0
1.710160327,0.235295477,0.318982489,1.644181599,0.191139433,0.708760263,3.203227873,0.145268893,0
0.100501569,3.192557518,1.764221219,0.572941162,1.867910987,0.460491624,1.618126677,2.006344037,0
1.850696654,3.795318564,2.639787424,0.944880383,7.787103996,1.947984196,2.04111989,0.509891286,1
1.285820825,2.032323448,1.905478559,0.399500572,5.597207343,1.910838903,5.273879008,3.153692518,1
1.540336146,2.731626421,2.057477621,0.584285621,4.267002964,1.380461463,2.330840305,1.342205424,1
0.280227,0.615413845,1.035517998,1.697541951,7.106774445,1.710059829,2.202933121,0.63678361,0
1.353292187,1.725047005,2.492927945,1.57458657,2.594473481,0.463659598,1.974461927,0.46867671,0
0.831137488,1.219097481,2.994868053,0.53907753,1.84545823,1.254790684,4.882688827,0.689299371,0
1.016100601,2.379290566,1.309607298,1.670179754,5.467064927,0.707351176,3.882162762,2.755905989,1
1.59312345,2.51930173,2.035562357,0.549522311,1.160045114,1.12405591,0.603614675,3.924885995,0
1.088463532,0.059362699,0.494215637,0.637038436,0.891895965,1.720002679,5.828548527,0.682338804,0
0.482432625,2.590147677,1.239428534,1.802896775,0.393716068,1.811434532,1.718890082,2.120286385,0
0.328010353,4.60946229,0.34864121,0.109308228,2.993150906,0.342295487,2.200863451,3.82670251,0
0.825033965,2.686635983,2.533225714,0.526374556,2.608534928,1.141246362,3.392658915,1.169439848,0
1.420486885,3.590158568,2.441599825,0.601871457,1.256063534,1.261397907,0.989143593,3.134240364,0
1.039560176,1.848652355,2.126473585,1.274427166,1.730941057,0.84198058,3.115447419,1.231660162,0
0.824119585,3.343373297,2.823992387,0.012274393,7.512506242,0.629196019,5.529426761,2.745271835,1
1.46176805,3.358331761,1.53681016,0.946661844,0.63207331,1.345168897,4.179435126,1.854539116,0
1.157290028,0.272242424,2.686297032,0.895476207,5.402785402,1.32152958,0.899950683,2.12460737,0
1.255993465,4.953442221,2.220610902,0.389696566,6.361877707,0.706072949,3.479298133,1.044945714,1
1.382620156,3.271235476,1.086823451,1.346105206,2.585428633,1.730722865,4.104605424,2.846489567,1
0.650222455,4.127924487,2.466442594,0.995000905,1.612633206,1.919447921,2.2364339,2.320781245,1
0.679399384,3.134050621,2.999033328,0.526701628,2.270846747,0.681973146,5.214341127,0.09298156,0
1.484103919,3.614819955,1.86951988,1.543024557,1.110186164,1.023956066,1.646050775,3.749464218,1
1.244148178,1.823563917,2.49144206,1.833695428,5.666464558,0.188331022,2.141956986,3.4892202,1
1.918737497,2.959767627,1.487555307,1.755684106,5.284503122,1.835075251,4.525917603,0.868717312,1
1.19728604,2.032203143,0.072098162,0.478994739,0.3187567,1.643355279,1.471142435,2.269885249,0
0.853623182,0.687297754,1.765219078,1.490338302,3.626592553,1.723068233,3.631518504,1.316019676,0
0.341428346,2.198497246,1.472772342,0.08871658,7.029670684,1.812152211,3.176504637,3.571104851,1
0.240287006,2.495663394,2.128463461,0.614073604,4.478986216,1.817806083,0.525065541,2.393270546,0
0.361899573,1.456093595,1.058552886,1.592547585,2.083285079,1.796935486,5.879461439,3.499037858,1
1.232781656,2.945558814,1.653080377,0.567220057,3.385136914,0.101188834,5.012461172,2.543447291,1
0.101350595,3.953239583,0.455527886,0.847316264,3.510324287,1.142547867,0.904064493,3.32737886,0
1.45436249,1.627061071,2.380117179,0.889580611,4.247313726,0.892737422,5.810312951,3.240558688,1
0.732921533,4.220122511,0.853100217,0.907785148,1.613110782,0.03733879,5.258277152,0.491098331,0
1.682740693,0.525379654,1.062565796,0.979356997,2.278329706,0.404213281,4.883136298,3.065363469,0
1.423322832,2.37146321,2.234778588,0.404900843,3.13127884,1.614134065,2.083673467,2.40435811,0
1.496381587,3.958838464,2.688489809,1.148701297,0.579358386,0.028089659,3.277070441,1.380566107,0
1.390363049,4.132350042,2.622111731,1.899230161,5.289886087,1.397846242,1.259485485,0.1938753,1
0.331261847,4.888872966,2.271904584,0.302814209,5.86466758,0.696366254,5.099182576,2.885506969,1
1.819002138,3.460923522,0.043172495,0.706060434,4.372087435,0.34482082,4.495991931,0.876266326,1
1.028959193,3.059621483,2.162741003,0.778747527,3.502015067,0.855573718,1.035869163,0.576216903,0
0.255988901,0.102133243,2.562606536,1.978898197,0.068301028,1.137882497,5.541226247,2.443847277,0
1.80299401,4.84341722,2.606078592,1.438902455,6.805685657,0.193047638,1.788268383,0.157410889,1
1.218801217,4.590767082,0.577903566,1.051104149,1.444313154,0.628136121,3.245467788,1.122316465,0
1.855162871,2.394233048,0.621939449,1.350731451,0.092290261,1.076088002,1.106964068,2.647413224,0
0.848791167,0.094962244,1.385998219,0.425920462,1.334411408,1.61679856,1.304873888,1.086108493,0
1.737605565,3.923823195,0.697858271,1.674808083,2.965050547,1.942193085,4.017335781,1.595492718,1
1.567583779,3.707183451,0.958589329,1.00698389,2.72327074,0.511375045,5.058829223,2.346534126,1
0.486870905,4.65379085,0.386247622,1.651436614,1.316155054,0.308248229,0.6467927,1.871708428,0
1.128977537,2.883890559,1.58996426,0.844488405,3.650814139,0.929988534,5.191340397,0.790006877,1
0.520998718,3.752788301,2.404313461,1.140867526,0.115449717,1.642408241,4.042287762,1.210191728,0
1.194274601,1.041225452,0.60473462,0.720747032,6.803589225,1.478214057,4.989899879,2.200785655,1
0.57104226,2.132175236,2.030406101,0.501189017,5.95576585,0.096208611,0.184208449,3.61386261,0
0.32113848,0.633389267,1.836005639,0.431266815,2.359755986,1.674705657,4.588359457,0.557862341,0
0.72027827,2.291081661,2.991896927,0.740450048,5.700385266,1.802750185,3.740544702,0.193802371,1
0.215304651,4.618562021,2.858910545,0.376204077,6.840506138,0.767458669,4.502895981,0.224339656,1
1.038583559,3.909907113,1.923625617,0.647854052,7.250546653,1.100656041,0.685870763,3.134860446,1
1.66069593,3.110207689,1.372197334,1.936544204,1.497382224,0.659733055,4.215705584,0.628488774,0
0.089548938,1.119316463,1.20906992,1.965304223,4.971704222,1.807371522,4.062097653,2.290146814,1
1.602622759,4.643912807,2.56057287,1.671958823,0.770879162,0.505476793,4.522101198,2.938946925,1
0.179738379,4.113811674,2.658029973,1.896938991,3.640989803,0.260941735,4.507560573,1.805284877,1
1.574613112,4.425143126,1.892329702,0.169308277,6.643277851,0.618462831,5.885617343,1.569955882,1
1.416498396,1.034283142,2.226068965,1.296129636,5.642678488,0.911222151,0.225420269,1.689251385,0
0.439856356,4.787386665,1.622629597,0.131356267,5.025611744,1.68550846,0.570215121,3.223881163,1
1.129420506,2.969162951,2.312440969,1.00089438,2.329061251,1.150540645,5.328034614,0.935473989,1
0.840626206,0.243400205,0.96939118,1.611750587,3.461878467,0.70541618,5.96386043,3.227172053,1
0.741531318,2.96010347,0.732715459,1.521037673,0.75705125,0.067618924,0.26500345,1.751732118,0
0.360999594,2.837376081,0.249262776,1.089878023,6.619682697,1.80145673,4.797127192,0.353615264,1
1.383835661,3.007103271,0.669179299,1.17006971,2.8480346,1.554510273,1.594623778,2.757998766,0
0.307798767,4.113287512,1.463072238,0.668468699,0.148104727,1.171542694,3.909831339,3.642329165,0
0.872883604,2.632782927,0.042188586,0.371029414,4.702451271,0.013091754,5.959579078,1.856288364,1
0.900818669,3.037828717,1.136003123,1.298320813,3.70547501,1.74831516,1.365106858,1.396499069,0
1.741980292,3.923120857,2.186972782,1.21470475,1.134442133,0.812406893,4.938593897,1.762867473,1
1.004318131,2.770795063,2.598395095,0.648503853,1.153700842,1.553397112,5.7605815,2.392761872,1
1.332768052,2.513809439,2.159867438,1.648243092,2.651758769,1.738690764,0.43496451,2.383033739,0
0.091843068,2.334768431,2.742897392,0.654606504,6.837392481,1.021616602,2.174740407,0.817796027,1
1.461915266,1.899544347,0.801206622,1.688404844,5.528295296,1.723236295,3.615282831,2.918513014,1
0.966311264,2.910504087,2.737566995,1.379520867,7.198235535,1.625327497,2.183303658,0.251580551,1
1.606438712,2.173304912,0.509802205,1.704954174,5.164207983,1.557388759,4.400164358,2.189300719,1
0.613141248,0.664759485,2.591431007,1.784153394,5.15956823,0.669278225,4.464449664,2.974586487,1
0.86527531,2.15677073,2.761922366,0.654525343,4.035282465,1.004630806,4.876437597,2.888325228,1
1.920672082,3.253293248,2.397220073,0.18999507,5.750244649,1.610923563,5.814913834,1.604654958,1
0.73105596,4.781084692,0.640615894,1.070686722,2.843718058,1.377521222,3.576593665,2.688477384,1
0.817674933,2.961960144,2.412545804,0.174425767,5.318237264,1.023073932,2.159024278,2.066934098,1
0.796332232,0.60531546,0.119765883,0.961268485,3.091867193,1.644690869,0.329528819,0.824204285,0
0.233968209,2.546297893,1.530401151,1.953836905,4.365316853,1.813340913,3.168425925,0.063008824,0
1.293420072,0.7308515,2.236363364,0.01017352,3.85396955,0.904858764,2.025453405,1.365398645,0
0.005266868,2.758020007,0.595361447,0.454704462,4.00420706,1.086123054,3.865979749,2.972569678,0
0.156037351,0.460554055,1.75769018,0.40393831,7.687496864,1.349738757,3.535318264,0.981515402,1
1.250773653,1.645981139,1.487404077,1.819369219,4.187041526,1.692625387,5.567650153,0.593531151,1
0.450290315,3.939845249,1.997154977,0.195375204,7.21745244,0.590970598,2.390002517,0.135617432,1
0.135473735,1.252169451,0.866589947,0.709047745,1.368645226,0.765790624,1.576444546,2.48683148,0
1.699900454,0.615879753,0.439575174,0.863937128,2.475757944,0.348424761,5.067249954,0.634501531,0
1.840899927,2.732074202,0.637592623,1.31610927,5.444532343,1.812228054,0.106969439,3.424628915,1
0.076811505,1.386526497,2.904566431,0.282908638,2.29018598,1.485559663,3.558451362,0.654255093,0
0.107642781,3.156868072,1.296122596,0.483733601,6.41988045,0.730407419,4.52331921,0.079615861,1
0.860457209,4.283867808,1.854608476,1.568541233,3.365909488,0.168098631,3.02015223,0.653112216,0
1.633978187,1.773335231,1.649445055,1.023170769,5.37498451,0.859326123,2.518997669,0.128527363,0
0.89120214,2.505440396,2.547713715,0.53515227,0.858056682,0.535531353,4.673520277,0.810675398,0
0.410837759,0.702725726,0.808050415,1.762966977,7.661043165,1.859337794,3.697341051,0.807314101,1
0.400320634,0.311130662,0.386946049,0.5123768,5.758266534,0.729319332,5.52541862,2.637689962,1
1.892671888,1.124875134,0.312526558,1.758520005,6.685408509,1.698053668,2.05568162,1.996841399,1
1.704278192,1.383579844,1.432469439,0.505735463,4.279947788,1.683967851,2.311571116,3.124033893,1
1.277415195,4.809455151,2.935646793,0.163875591,4.880766583,0.160891889,1.300799039,1.561072176,1
0.951605211,2.716364639,0.694871096,0.798338835,1.144291229,0.565734832,2.599518263,2.148074491,0
0.44630981,0.593065559,1.24388176,0.563434651,3.376695298,0.343621306,3.814908116,1.696781175,0
1.929360901,0.380649457,1.434073243,1.448802809,7.59575818,1.940793357,3.847554742,0.422530187,1
0.367762957,3.97653906,1.934328186,0.073962924,7.697779058,0.316739644,5.659362235,3.730660243,1
0.20063453,1.259090783,2.88206039,1.227214273,3.368590183,0.883099084,0.628285437,1.611964357,0
0.371490495,3.336893545,2.603171184,0.427974672,7.981494823,0.121273447,3.657555812,0.981129857,1
1.105425405,4.512722254,0.855069554,1.763744688,0.479315732,0.37418516,0.083416279,3.062806847,0
1.326414123,1.932359529,0.727086173,1.363274599,1.653964621,1.975759006,0.792601042,0.411431046,0
0.339878369,2.315096883,1.955117061,1.182911671,5.104781102,0.570978407,5.194788984,0.66690388,1
1.625061739,4.714264877,2.842699181,1.319034164,1.559321717,1.039403188,0.74786866,3.372616586,1
1.082673882,4.009808968,0.331035146,1.486892915,6.109037263,0.129299698,0.560502434,3.187011389,1
0.473443211,4.67190704,2.734368484,0.258073466,6.535130875,1.612177517,0.459442857,2.242219614,1
0.708129041,2.082532192,2.373621501,0.586563727,1.059842873,1.89533255,3.03339715,1.223542165,0
1.919028244,3.293816869,2.692695455,0.856969065,1.443059605,1.060292012,5.763482238,1.423082762,1
1.754990086,1.724313049,1.747701331,0.321417586,1.17789154,1.051969446,1.819760222,3.512972684,0
1.60890235,3.341511079,0.129918834,1.889638569,1.273987705,1.007281738,5.211823123,0.351950228,0
0.737345972,2.864926742,2.999443698,1.264075393,0.232976058,0.66583407,0.394734807,2.916025951,0
0.16291795,2.203818408,0.934215656,1.18749987,6.694880926,0.221617212,4.396031639,1.915391378,1
0.905523625,4.13479444,1.065154905,0.018162754,4.524250575,1.224669366,3.297776152,1.506391423,1
0.223630561,0.99280548,1.91463491,1.485516889,4.985390872,0.926419638,0.470544001,0.911359865,0
1.7199726,0.537933573,2.353544682,0.906593994,5.550939986,0.419548271,5.142791411,1.570194291,1
0.671928221,3.633200997,2.727337535,1.302466387,6.70391566,0.978471959,2.040684669,2.438184196,1
0.833489547,0.630533681,0.368863823,0.234222595,6.026038931,0.299034386,1.947862554,1.638543276,0
1.010321956,3.616115031,2.772067071,0.288385025,3.373679454,1.863675597,5.381287036,1.937959908,1
1.631214363,4.610843748,0.316850297,1.41433097,2.7710975,0.109376616,1.038352768,3.273306699,0
0.424789472,2.987864083,2.717045094,0.32051619,1.264751149,0.265336725,4.322020695,2.385883107,0
0.54916573,0.078129583,1.240577595,0.867496768,6.703207724,1.144402309,0.365551394,0.728237571,0
0.643945062,2.791204499,0.642456585,1.599559981,5.458732531,1.689059664,2.547731054,0.677265565,1
1.598228295,0.453257846,0.723940201,0.276621677,0.007125307,0.106250108,1.905757629,2.203326104,0
1.534215112,2.381052659,1.215677404,1.142462433,3.314468261,0.693660455,4.358587507,1.995508295,1
1.834913054,1.93576814,1.892273395,1.119726462,1.369994334,0.285646684,0.53509334,3.784267595,0
1.365733137,3.181398257,1.194229472,1.767903572,7.940172925,0.515589243,5.358038426,3.314974452,1
0.516945704,0.23867992,1.654911762,0.203122214,4.604853945,1.084255638,5.100366387,3.669438059,1
1.824119762,4.257336332,2.178471671,0.95329498,2.499606968,0.380328903,4.832875572,3.804752036,1
1.657480403,4.822859958,0.649361337,0.929844035,3.978262613,0.764494025,2.903166886,0.744427056,1
0.230873519,0.091664956,2.909683602,0.126298245,5.028714629,0.336286972,5.326668353,0.652399131,0
0.677269426,0.050088845,2.152721247,0.081053235,0.41787935,1.305287211,1.596326322,0.104936959,0
0.445215246,0.169384402,2.31488384,1.092913867,2.563984655,1.974400493,1.154387961,0.023053703,0
0.836566062,2.609344447,2.762048846,1.603871151,1.403071496,0.182745845,4.323319805,3.942300545,1
0.342903821,3.912408636,2.137353364,1.51028764,5.333241126,0.37527617,3.268209483,0.10527889,1
1.813430264,4.186248924,1.831465009,1.044475012,5.511922358,1.329320978,5.305386736,1.428061804,1
0.639876663,3.972712303,2.632962683,1.669147853,0.929375472,1.94527829,4.454725112,0.888685528,1
1.394952375,1.215496569,1.648281757,0.103814983,4.938800721,0.34895119,1.195634976,1.241286749,0
0.72840962,2.120695003,0.22912326,0.551591377,3.802280646,1.494180273,2.277464528,1.412697091,0
1.396790061,2.922549513,2.417560611,1.99711749,1.785722802,0.910401674,4.149781287,3.891524598,1
1.969394677,3.710404754,0.528420321,0.003424461,2.690662678,0.654636712,5.811692106,1.754732927,1
1.955225092,2.08581806,0.297837675,0.419522015,0.592422189,1.908023102,0.879769828,1.238825023,0
1.39782096,0.966042775,2.194924674,1.522403961,4.819215662,0.584962925,2.903239314,0.807759395,0
0.57501439,2.210336102,0.760449338,0.868068199,7.491305098,1.955110254,2.347513324,1.571133758,1
1.268385646,0.312281166,1.505674028,1.943140778,3.246764065,1.818350252,4.856368142,1.071228522,1
0.054675357,4.897300548,2.36627012,0.872488937,3.028900519,1.293228992,5.418666158,0.375752496,1
1.765714212,0.003761699,1.474593556,1.040869291,7.070418525,1.363629204,0.859244646,1.710053916,0
1.556752966,2.915610451,2.237422469,0.86662947,3.962433142,1.331827608,0.540349637,1.690623808,0
0.485622685,3.600110125,1.95082292,1.357526476,2.997467388,0.593354568,3.036377765,3.051116977,1
1.268885583,3.089964488,0.187641626,0.697358721,7.026414493,1.5843797,4.534355132,3.044682906,1
1.653919529,0.86940261,2.584996501,0.976093009,7.140958293,0.869939043,1.089728455,0.254609036,0
0.438996929,1.749722766,1.204581632,1.014737906,4.495965994,1.047070962,4.499438243,1.667020839,1
1.169644753,4.212329511,2.850971652,1.073423439,4.510763203,0.474970352,5.664765189,0.609406096,1
1.9806032,4.571596426,0.668950819,0.148469676,4.265019576,0.085490852,5.90957479,3.019926618,1
0.904141754,0.235652788,1.715686098,1.576171386,7.271768101,0.626201479,4.552909621,2.238707896,1
1.456052504,1.69249047,2.435743854,1.320177235,4.140308316,0.714603417,5.391907659,3.308093434,1
1.325420027,2.164043064,1.711634356,1.571754292,1.58187177,1.37588548,5.731223341,0.811244717,1
0.621408475,4.520136801,1.308700337,0.020407923,1.955917388,1.540412533,5.525524072,0.184998883,0
0.844794154,0.390921322,0.567899114,0.192276777,7.384078621,1.911644243,3.012407595,2.998374318,1
0.091022928,0.959879653,1.092350125,1.388735355,6.471043366,1.014975266,0.794809537,2.444307715,0
0.444639586,3.951857587,0.359839897,1.105942163,3.236039289,1.834582389,1.756986481,3.383474481,1
0.13224544,4.170601977,2.361647522,0.672918947,5.490374242,0.561840652,3.381598024,3.710299091,1
1.575731253,2.710613219,0.27579746,0.665259233,2.050410099,0.686095497,3.271588992,1.526268698,0
0.558176002,2.163066963,1.628736618,0.499742606,5.250891618,1.249620285,4.547541533,0.8479607,1
0.060923218,0.23622572,2.394839238,1.809936013,3.322472257,1.804772548,1.578735198,2.751363979,0
0.438340444,4.301376068,2.444394164,0.049316894,0.140775191,0.570910456,2.697024064,3.387336175,0
0.738230666,1.015448086,2.334662082,0.316131741,6.242610434,1.358440994,4.370872818,1.689228911,1
1.735671482,1.415656433,1.877459922,1.802462834,5.245374568,1.16079221,2.860594696,1.304998469,1
1.597400949,4.866919002,2.951126068,0.705893274,3.11888925,1.124851139,5.636563108,1.09540443,1
1.440387492,3.427859399,1.87544664,1.797444921,0.327932486,1.986500618,1.857179821,3.413196533,1
0.976200101,4.799053523,0.952705652,0.61400499,6.181494919,1.580467811,5.982641482,3.684932451,1
1.072262465,3.884145304,0.665099705,0.570902077,6.46395367,1.939533601,0.401102458,1.744508517,1
0.500323407,0.159796706,0.008596925,0.253352246,3.572850095,0.584996955,2.607577344,3.97241906,0
1.930526392,1.826386542,1.355761238,1.90322929,1.065642449,1.693512575,2.058495645,3.302218104,0
0.72103645,0.269640406,2.578217575,0.207726837,3.772269369,1.878073253,3.760615424,0.449984101,0
1.287235015,4.830758848,0.589666002,1.173106992,6.072585752,1.555074795,3.263206869,0.972447513,1
0.173903895,0.402838983,1.620282554,1.498187051,7.560614751,0.3395802,2.65391045,0.952511247,0
1.555231987,0.198200512,2.52147833,0.173746968,0.353336728,0.014145798,1.071488199,0.20210952,0
1.522225638,1.377796008,0.547727247,1.806056828,7.790747646,1.329633878,4.451996886,3.058483109,1
1.113524043,2.004345833,2.989120848,1.246981796,7.157986725,1.311357393,1.349944685,1.116369385,1
1.609879503,3.031909715,1.014339873,0.385986718,4.821498754,0.539871222,2.820724537,2.411900687,1
0.144230366,4.68053379,2.785320552,0.066448763,1.604147595,1.506902536,5.748587454,2.199404696,1
1.377112768,1.348854036,0.952880306,1.866333024,5.89931052,1.256589316,4.193916516,1.990033085,1
1.021727635,2.644781311,2.159083016,1.025199542,3.655587389,0.039148545,4.625490483,3.254791314,1
1.235263484,0.923950659,0.354921319,1.426777172,5.27529976,1.362771243,5.304570262,0.856341868,1
0.781456279,0.117870276,2.417230712,0.536929617,1.484811049,1.998461239,3.473804441,2.453127992,0
1.980603515,0.453545836,0.511654509,0.510504549,6.892303048,1.322219806,2.155631737,2.783207463,1
1.7584362,4.176842256,2.38466593,0.702984083,7.23348964,0.245553428,2.519479926,1.251692289,1
0.939038079,4.263059732,0.382950824,0.378907591,5.176910082,0.47775996,3.137012645,3.714761827,1
